"country","year","good","gamma","qType","P","pType","taste"
"Belgium",2014,"heavy_sour",9.64552965420098,4576.38,98.4175252043162,77.8596510779262,0.00198457588583911
"Belgium",2014,"light_sour",9.64552965420098,57120.25,98.4175252043162,96.1236578971556,0.189092250903965
"Belgium",2014,"light_sweet",9.64552965420098,70490.822,98.4175252043162,100.649110149404,0.363689295056661
"Belgium",2014,"medium_sour",9.64552965420098,82022.068,98.4175252043162,99.2616194705064,0.370151727913201
"Belgium",2014,"medium_sweet",9.64552965420098,18206.03,98.4175252043162,98.338776767917,0.0750821502403337
"Belgium",2015,"heavy_sour",9.64552965420098,3990.159,51.7314317687812,42.3951075633828,0.00243315047178897
"Belgium",2015,"light_sour",9.64552965420098,68190.279,51.7314317687812,50.6357014612009,0.230657667815679
"Belgium",2015,"light_sweet",9.64552965420098,65299.7879,51.7314317687812,53.8053287306313,0.396729913553603
"Belgium",2015,"medium_sour",9.64552965420098,61908.4451,51.7314317687812,50.5508983620072,0.206050577799788
"Belgium",2015,"medium_sweet",9.64552965420098,28760.793,51.7314317687812,53.4570980014355,0.16412869035914
"Belgium",2016,"heavy_sour",9.64552965420098,2558.614,42.1923156155136,35.8769005406834,0.00228063180656356
"Belgium",2016,"light_sour",9.64552965420098,71879.688,42.1923156155136,41.3375046925635,0.251269437486623
"Belgium",2016,"light_sweet",9.64552965420098,58192.3976,42.1923156155136,43.7129228715608,0.348701806589076
"Belgium",2016,"medium_sour",9.64552965420098,84440.5494,42.1923156155136,41.8334839967301,0.331166376876411
"Belgium",2016,"medium_sweet",9.64552965420098,10226.019,42.1923156155136,44.0908461054101,0.066581747241326
"Belgium",2017,"heavy_sour",9.64552965420098,2640.066,53.0117277189871,47.9991598694881,0.00383810764060821
"Belgium",2017,"light_sour",9.64552965420098,64969.1,53.0117277189871,52.2395018554975,0.213712972994827
"Belgium",2017,"light_sweet",9.64552965420098,65978.277,53.0117277189871,55.8800384556874,0.415652811703406
"Belgium",2017,"medium_sour",9.64552965420098,104833.688,53.0117277189871,51.4681485211128,0.298751527485248
"Belgium",2017,"medium_sweet",9.64552965420098,8701.69,53.0117277189871,57.1462382594645,0.0680445801759112
"Belgium",2018,"heavy_sour",9.64552965420098,4199.962,70.616804050421,60.8949771450313,0.00408119467858155
"Belgium",2018,"light_sour",9.64552965420098,42940.324,70.616804050421,70.8170464666266,0.178950481217637
"Belgium",2018,"light_sweet",9.64552965420098,81478.8967,70.616804050421,71.7870225162241,0.387168257206034
"Belgium",2018,"medium_sour",9.64552965420098,91500.7163,70.616804050421,69.0043200022468,0.296939950608197
"Belgium",2018,"medium_sweet",9.64552965420098,17024.831,70.616804050421,75.5759231912493,0.13286011628955
"Belgium",2019,"heavy_sour",9.64552965420098,14154.859,63.7946930924734,58.4387898176874,0.0235326165689683
"Belgium",2019,"light_sour",9.64552965420098,36375.36,63.7946930924734,63.7734331701459,0.140446106651214
"Belgium",2019,"light_sweet",9.64552965420098,96141.1556,63.7946930924734,65.2479982048396,0.462771625976337
"Belgium",2019,"medium_sour",9.64552965420098,89041.8924,63.7946930924734,62.6927477790218,0.291543200006313
"Belgium",2019,"medium_sweet",9.64552965420098,14877.834,63.7946930924734,66.1459934288822,0.0817064507971677
"Belgium",2020,"medium_sour",9.64552965420098,26298.425,37.4580240030163,38.5582186471243,0.931137153297906
"Belgium",2020,"light_sweet",9.64552965420098,7421.962,37.4580240030163,33.559676593871,0.0688628467020937
"Belgium",2021,"light_sweet",9.64552965420098,530.098,63.524,63.524,1
"Belgium",20132019,"heavy_sour",9.64552965420098,36060.16,68.8842715108129,60.771418651498,0.00631069082837748
"Belgium",20132019,"light_sour",9.64552965420098,383426.501,68.8842715108129,65.7687710010425,0.143803465278802
"Belgium",20132019,"light_sweet",9.64552965420098,497938.3768,68.8842715108129,71.5626849390493,0.421632903513383
"Belgium",20132019,"medium_sour",9.64552965420098,597418.9892,68.8842715108129,68.7750932842294,0.344826057960831
"Belgium",20132019,"medium_sweet",9.64552965420098,107510.307,68.8842715108129,70.9180908580235,0.0834268824186067
"Euro Area",2013,"heavy_sour",4.18689513510261,105155.705,105.959399575396,100.2441212676,0.0297076505748828
"Euro Area",2013,"light_sour",4.18689513510261,441911.549,105.959399575396,107.692713228909,0.168538064565228
"Euro Area",2013,"light_sweet",4.18689513510261,1285209.7208,105.959399575396,110.678854307806,0.549629456566714
"Euro Area",2013,"medium_sour",4.18689513510261,725779.5682,105.959399575396,96.3414393326263,0.173633660612075
"Euro Area",2013,"medium_sweet",4.18689513510261,188816.503,105.959399575396,109.931789272678,0.0784911676810998
"Euro Area",2014,"heavy_sour",4.18689513510261,119128.975,96.6267710127181,87.3278945193644,0.0276325999173856
"Euro Area",2014,"light_sour",4.18689513510261,511289.852,96.6267710127181,96.1190942510629,0.177208140759863
"Euro Area",2014,"light_sweet",4.18689513510261,1281132.6076,96.6267710127181,100.753636578191,0.540800429326835
"Euro Area",2014,"medium_sour",4.18689513510261,615018.9378,96.6267710127181,89.1305370798616,0.155397987276582
"Euro Area",2014,"medium_sweet",4.18689513510261,247970.671,96.6267710127181,99.4117753304785,0.0989608427193344
"Euro Area",2015,"heavy_sour",4.18689513510261,111902.662,50.5418065254498,41.7824298496134,0.0160204429486116
"Euro Area",2015,"light_sour",4.18689513510261,567776.488,50.5418065254498,50.5434601423651,0.180363009874785
"Euro Area",2015,"light_sweet",4.18689513510261,1367320.9239,50.5418065254498,53.6470281576447,0.557442788982325
"Euro Area",2015,"medium_sour",4.18689513510261,725734.3697,50.5418065254498,45.2469295709036,0.145030449279032
"Euro Area",2015,"medium_sweet",4.18689513510261,267371.134,50.5418065254498,52.696483256117,0.101143308915248
"Euro Area",2016,"heavy_sour",4.18689513510261,95603.175,40.9712476934847,34.3219389941809,0.0145838537668081
"Euro Area",2016,"light_sour",4.18689513510261,594165.151,40.9712476934847,41.4549978882892,0.199826849664787
"Euro Area",2016,"light_sweet",4.18689513510261,1268611.4021,40.9712476934847,43.5444107112365,0.524189841043541
"Euro Area",2016,"medium_sour",4.18689513510261,891824.4078,40.9712476934847,37.5470126979406,0.198145044746935
"Euro Area",2016,"medium_sweet",4.18689513510261,183061.625,40.9712476934847,41.723671468556,0.0632544107779292
"Euro Area",2017,"heavy_sour",4.18689513510261,95023.21,51.8438391568584,46.5866648790332,0.0194832805322002
"Euro Area",2017,"light_sour",4.18689513510261,594896.993,51.8438391568584,51.6019737722897,0.18715091453301
"Euro Area",2017,"light_sweet",4.18689513510261,1283493.186,51.8438391568584,54.8133664567814,0.519905984690579
"Euro Area",2017,"medium_sour",4.18689513510261,895702.035,51.8438391568584,47.7706150695527,0.203999830744635
"Euro Area",2017,"medium_sweet",4.18689513510261,174292.478,51.8438391568584,54.6005020939572,0.0694599894995752
"Euro Area",2018,"heavy_sour",4.18689513510261,97826.973,66.6816682401211,61.6044382769566,0.0220833834672671
"Euro Area",2018,"light_sour",4.18689513510261,504996.16,66.6816682401211,69.4473506293592,0.188276669053548
"Euro Area",2018,"light_sweet",4.18689513510261,1361599.9414,66.6816682401211,71.7689902171436,0.582574735250916
"Euro Area",2018,"medium_sour",4.18689513510261,819366.089,66.6816682401211,55.8275832379487,0.122472915987517
"Euro Area",2018,"medium_sweet",4.18689513510261,192594.623,66.6816682401211,72.2197404233866,0.0845922962407528
"Euro Area",2019,"heavy_sour",4.18689513510261,116465.17,60.7788904833878,55.893795286608,0.0253003499561478
"Euro Area",2019,"light_sour",4.18689513510261,478329.565,60.7788904833878,62.9375212673714,0.170795148500648
"Euro Area",2019,"light_sweet",4.18689513510261,1489136.6125,60.7788904833878,65.2958752446227,0.62025911709183
"Euro Area",2019,"medium_sour",4.18689513510261,744263.5559,60.7788904833878,49.807508891354,0.0997756327364784
"Euro Area",2019,"medium_sweet",4.18689513510261,195293.862,60.7788904833878,65.7744320709885,0.0838697517148958
"Euro Area",2020,"light_sour",4.18689513510261,164486.501,42.837937160948,39.7378404622699,0.0870598019139697
"Euro Area",2020,"light_sweet",4.18689513510261,742754.438,42.837937160948,44.1079817127461,0.608489556521319
"Euro Area",2020,"medium_sweet",4.18689513510261,100727.065,42.837937160948,47.0721863175106,0.108348287418563
"Euro Area",2020,"heavy_sour",4.18689513510261,9766.973,42.837937160948,40.0794407701342,0.00535811125778222
"Euro Area",2020,"medium_NA",4.18689513510261,347.405,42.837937160948,42.511,0.000243886180417174
"Euro Area",2020,"medium_sour",4.18689513510261,333522.289,42.837937160948,40.3591337886177,0.188374361824296
"Euro Area",2020,"heavy_sweet",4.18689513510261,3493,42.837937160948,41.0862210134555,0.00212599488365272
"Euro Area",2021,"light_sweet",4.18689513510261,827560.558,69.8531891857446,69.8191029700741,0.602169032500544
"Euro Area",2021,"heavy_sour",4.18689513510261,1062,69.8531891857446,71.2863276836158,0.000843061185053952
"Euro Area",2021,"medium_sweet",4.18689513510261,142090.878,69.8531891857446,71.7539933338296,0.115928671766977
"Euro Area",2021,"medium_sour",4.18689513510261,255072.99,69.8531891857446,68.7470735867683,0.173959025882544
"Euro Area",2021,"light_sour",4.18689513510261,143306.694,69.8531891857446,70.1541340124489,0.106387273696319
"Euro Area",2021,"heavy_sweet",4.18689513510261,1220,69.8531891857446,66.2567049180328,0.000712934968563095
"Euro Area",2022,"light_sweet",4.18689513510261,887218.714,98.8560371481882,102.181385906762,0.661029750879191
"Euro Area",2022,"medium_sweet",4.18689513510261,173049.418,98.8560371481882,106.526743074045,0.153492882935529
"Euro Area",2022,"heavy_sour",4.18689513510261,869,98.8560371481882,102.570310701956,0.000657836509443342
"Euro Area",2022,"medium_sour",4.18689513510261,330220.654,98.8560371481882,87.1451091894331,0.126345457699338
"Euro Area",2022,"heavy_sweet",4.18689513510261,6073,98.8560371481882,88.2277292935946,0.00244686023263062
"Euro Area",2022,"light_sour",4.18689513510261,100353,98.8560371481882,95.3761756001315,0.0560272117438685
"Euro Area",2023,"heavy_sour",4.18689513510261,6144.61,85.9919612607896,79.7796017273676,0.00266568369777038
"Euro Area",2023,"medium_sweet",4.18689513510261,211101.579,85.9919612607896,87.2528166095716,0.133236753444627
"Euro Area",2023,"light_sweet",4.18689513510261,1168537.337,85.9919612607896,86.3201169055988,0.70507138700562
"Euro Area",2023,"light_sour",4.18689513510261,95396,85.9919612607896,86.4625389638979,0.0579586592622718
"Euro Area",2023,"medium_sour",4.18689513510261,172474.221,85.9919612607896,82.1560914690028,0.0846082339042234
"Euro Area",2023,"heavy_sweet",4.18689513510261,27461,85.9919612607896,86.18275081024,0.0164592826854872
"Euro Area",2024,"medium_sweet",4.18689513510261,2876.231,81.7846677896472,81.3101146587322,0.514852681562287
"Euro Area",2024,"light_sweet",4.18689513510261,2574.442,81.7846677896472,82.3148504180712,0.485147318437713
"Euro Area",20132019,"heavy_sour",4.18689513510261,741105.87,66.7260952583302,61.8864964623745,0.0251263404894509
"Euro Area",20132019,"light_sour",4.18689513510261,3693365.758,66.7260952583302,66.5889251887086,0.170153209326044
"Euro Area",20132019,"light_sweet",4.18689513510261,9336504.3943,66.7260952583302,71.2499704632627,0.570984537597904
"Euro Area",20132019,"medium_sour",4.18689513510261,5417688.9634,66.7260952583302,58.4499391235391,0.14460340159661
"Euro Area",20132019,"medium_sweet",4.18689513510261,1449400.896,66.7260952583302,71.3443712325396,0.0891325109899915
"France",2013,"heavy_sour",3.93592730751418,1448,109.527665917811,109.533839779006,0.00373088907066128
"France",2013,"light_sour",3.93592730751418,83711.416,109.527665917811,107.72978681904,0.202041479474291
"France",2013,"light_sweet",3.93592730751418,227100.632,109.527665917811,110.879340045166,0.613948105130738
"France",2013,"medium_sour",3.93592730751418,54102.036,109.527665917811,106.951479607902,0.126903971241943
"France",2013,"medium_sweet",3.93592730751418,21328,109.527665917811,108.726134658665,0.053375555082366
"France",2014,"heavy_sour",3.93592730751418,870,99.0095621450769,81.6448275862069,0.00105944951615339
"France",2014,"light_sour",3.93592730751418,91133.5,99.0095621450769,96.1213604217988,0.210989966041
"France",2014,"light_sweet",3.93592730751418,208415.02,99.0095621450769,100.190869640777,0.568056953361428
"France",2014,"medium_sour",3.93592730751418,45055.88,99.0095621450769,101.181774720636,0.127654777165811
"France",2014,"medium_sweet",3.93592730751418,38006.5,99.0095621450769,97.2794916658992,0.0922388539156074
"France",2015,"heavy_sour",3.93592730751418,290.516,53.2266136921391,53.9643599664046,0.000764022285749715
"France",2015,"light_sour",3.93592730751418,90490.652,53.2266136921391,51.9864231832477,0.205452007743105
"France",2015,"light_sweet",3.93592730751418,225548.437,53.2266136921391,54.0447108928536,0.596649197175403
"France",2015,"medium_sour",3.93592730751418,37733.207,53.2266136921391,50.881578843802,0.0787246452325019
"France",2015,"medium_sweet",3.93592730751418,46338.934,53.2266136921391,53.5713877233343,0.118410127563241
"France",2016,"heavy_sour",3.93592730751418,199.9,43.4954976700831,42.7213606803402,0.000469190042253117
"France",2016,"light_sour",3.93592730751418,80721.3,43.4954976700831,44.0325663734355,0.21340206705884
"France",2016,"light_sweet",3.93592730751418,223815.29,43.4954976700831,44.1952419783295,0.600348850750687
"France",2016,"medium_sour",3.93592730751418,54451.91,43.4954976700831,41.5949982287123,0.115047382415983
"France",2016,"medium_sweet",3.93592730751418,36040.3,43.4954976700831,40.822773395338,0.0707325097322365
"France",2017,"light_sour",3.93592730751418,66475.6,54.4820931040715,53.1948715017239,0.147393690752906
"France",2017,"light_sweet",3.93592730751418,241504.82,54.4820931040715,55.1710893389208,0.618151011250328
"France",2017,"medium_sour",3.93592730751418,84524.78,54.4820931040715,52.6848339623008,0.180439731763372
"France",2017,"medium_sweet",3.93592730751418,16407.1,54.4820931040715,58.8147204563878,0.0540155662333939
"France",2018,"heavy_sour",3.93592730751418,640.4,71.5247731762839,62.5390381011868,0.000998090556962352
"France",2018,"light_sour",3.93592730751418,58109.8,71.5247731762839,69.658405294804,0.138438630379817
"France",2018,"light_sweet",3.93592730751418,222576.53,71.5247731762839,72.0800876893894,0.606601446978061
"France",2018,"medium_sour",3.93592730751418,71200.67,71.5247731762839,70.7136913177924,0.179967267423423
"France",2018,"medium_sweet",3.93592730751418,25221.9,71.5247731762839,73.4420880266752,0.0739945646617376
"France",2019,"light_sour",3.93592730751418,60427.5,64.9806707349642,64.5355839642547,0.16589171990865
"France",2019,"light_sweet",3.93592730751418,205526.48,64.9806707349642,64.8570325342019,0.575374921392706
"France",2019,"medium_sour",3.93592730751418,52889.22,64.9806707349642,63.7364929942245,0.138248244136925
"France",2019,"medium_sweet",3.93592730751418,34998.5,64.9806707349642,68.3553866594283,0.120485114561718
"France",2020,"medium_sweet",3.93592730751418,1944.476,36.6500936467958,18.0326746804795,0.0117502328364562
"France",2020,"light_sweet",3.93592730751418,4806.401,36.6500936467958,44.1819505105795,0.988249767163544
"France",2021,"light_sweet",3.93592730751418,16297.3,78.1044466000997,80.1039561215661,0.95138050388205
"France",2021,"medium_sour",3.93592730751418,2150.3,78.1044466000997,62.95,0.04861949611795
"France",2022,"light_sweet",3.93592730751418,45084.66,103.951018533577,103.951018533577,1
"France",2023,"medium_sour",3.93592730751418,5723.1,85.481682389449,91.587212297531,0.104723980704128
"France",2023,"light_sweet",3.93592730751418,65784.6,85.481682389449,84.9505161557568,0.895276019295872
"France",20132019,"heavy_sour",3.93592730751418,3448.816,70.6324130922639,85.218669247649,0.00266292483569654
"France",20132019,"light_sour",3.93592730751418,531069.768,70.6324130922639,70.6507197167359,0.196057974830678
"France",20132019,"light_sweet",3.93592730751418,1554487.209,70.6324130922639,71.3036286360332,0.595037419988319
"France",20132019,"medium_sour",3.93592730751418,399957.703,70.6324130922639,68.4797125835079,0.130586065336924
"France",20132019,"medium_sweet",3.93592730751418,218341.234,70.6324130922639,69.5220674625297,0.0756556150083826
"Germany",2013,"heavy_sour",5.82614705003908,7821,109.555351690724,103.661807952947,0.00899504673736763
"Germany",2013,"light_sour",5.82614705003908,19570,109.555351690724,108.951865099642,0.0300794103399761
"Germany",2013,"light_sweet",5.82614705003908,399886.6,109.555351690724,110.562861321185,0.669506354411145
"Germany",2013,"medium_sour",5.82614705003908,177853.4,109.555351690724,107.227594749383,0.249101594325919
"Germany",2013,"medium_sweet",5.82614705003908,22736,109.555351690724,112.590781140042,0.0423175941855926
"Germany",2014,"heavy_sour",5.82614705003908,10148,99.7917116289369,96.1295821836815,0.0134139877009099
"Germany",2014,"light_sour",5.82614705003908,20999,99.7917116289369,99.4352112005334,0.0338004300136028
"Germany",2014,"light_sweet",5.82614705003908,390530,99.7917116289369,100.948994699511,0.686448582582652
"Germany",2014,"medium_sour",5.82614705003908,156569,99.7917116289369,96.6928070052181,0.214123739018946
"Germany",2014,"medium_sweet",5.82614705003908,26891,99.7917116289369,102.688148451155,0.0522132606838892
"Germany",2015,"heavy_sour",5.82614705003908,6280,52.6618283952819,47.6171974522293,0.00548208767504717
"Germany",2015,"light_sour",5.82614705003908,41696,52.6618283952819,51.8717382962394,0.0599267831624142
"Germany",2015,"light_sweet",5.82614705003908,390947.7,52.6618283952819,53.81835984711,0.696404523479364
"Germany",2015,"medium_sour",5.82614705003908,171016.3,52.6618283952819,50.1707731953036,0.202395765507054
"Germany",2015,"medium_sweet",5.82614705003908,18108,52.6618283952819,54.7874972387895,0.0357908401761211
"Germany",2016,"heavy_sour",5.82614705003908,2989,42.8165725880956,38.8049514887922,0.00277307115121414
"Germany",2016,"light_sour",5.82614705003908,32323,42.8165725880956,42.3062215759676,0.0496051618784757
"Germany",2016,"light_sweet",5.82614705003908,361849.4,42.8165725880956,43.6065429430033,0.662432845003577
"Germany",2016,"medium_sour",5.82614705003908,186389.6,42.8165725880956,41.1811206204638,0.244475614583446
"Germany",2016,"medium_sweet",5.82614705003908,17188,42.8165725880956,45.5782522690249,0.0407133073832869
"Germany",2017,"heavy_sour",5.82614705003908,1897,53.9964277624499,54.5387453874539,0.00370192393222662
"Germany",2017,"light_sour",5.82614705003908,48797,53.9964277624499,51.8404819968441,0.0708545348587926
"Germany",2017,"light_sweet",5.82614705003908,320161.9,53.9964277624499,54.7232815647334,0.637201375263632
"Germany",2017,"medium_sour",5.82614705003908,147172.1,53.9964277624499,52.6217278954367,0.233156268574369
"Germany",2017,"medium_sweet",5.82614705003908,20570,53.9964277624499,57.5832766164317,0.0550858973709796
"Germany",2018,"heavy_sour",5.82614705003908,1293,70.7791484810928,56.5174013921114,0.000639916982249866
"Germany",2018,"light_sour",5.82614705003908,26852,70.7791484810928,69.7570013406823,0.0452943801547411
"Germany",2018,"light_sweet",5.82614705003908,339234.6,70.7791484810928,71.431821518206,0.657052369985092
"Germany",2018,"medium_sour",5.82614705003908,149243.4,70.7791484810928,69.0155718778854,0.236551303125768
"Germany",2018,"medium_sweet",5.82614705003908,24786,70.7791484810928,74.316630355846,0.0604620297521498
"Germany",2019,"heavy_sour",5.82614705003908,5130,64.423413583518,53.5651072124756,0.00296128014858384
"Germany",2019,"light_sour",5.82614705003908,39674,64.423413583518,63.7444674093865,0.0631095103370175
"Germany",2019,"light_sweet",5.82614705003908,375648.4,64.423413583518,65.1843242244609,0.680593658568926
"Germany",2019,"medium_sour",5.82614705003908,140357.6,64.423413583518,62.6628903600518,0.2020804964125
"Germany",2019,"medium_sweet",5.82614705003908,26063,64.423413583518,66.1080842573763,0.051255054532972
"Germany",2020,"light_sweet",5.82614705003908,186725,42.2423789646941,43.6043197697148,0.564426005987442
"Germany",2020,"medium_sour",5.82614705003908,189763,42.2423789646941,40.6784077191022,0.382707552738631
"Germany",2020,"medium_sweet",5.82614705003908,3226,42.2423789646941,55.8120080595164,0.0410791069527608
"Germany",2020,"light_sour",5.82614705003908,4868,42.2423789646941,41.975299096138,0.0117873343211668
"Germany",2021,"light_sweet",5.82614705003908,180769,70.379895697863,70.9875666513617,0.502768437515661
"Germany",2021,"medium_sweet",5.82614705003908,21737,70.379895697863,78.3471216819248,0.107408883716538
"Germany",2021,"light_sour",5.82614705003908,14584,70.379895697863,71.3067423889194,0.0416362712085819
"Germany",2021,"medium_sour",5.82614705003908,154609,70.379895697863,68.4618392202265,0.348186407559219
"Germany",2022,"light_sweet",5.82614705003908,187917,95.4182263799765,103.085237695365,0.648485438907056
"Germany",2022,"medium_sour",5.82614705003908,147360,95.4182263799765,82.1245892372421,0.13525007183712
"Germany",2022,"light_sour",5.82614705003908,7708,95.4182263799765,91.1020018162948,0.012947769552848
"Germany",2022,"medium_sweet",5.82614705003908,47076,95.4182263799765,107.132434531396,0.203316719702976
"Germany",2023,"light_sweet",5.82614705003908,310791,84.681016641739,84.4183780225296,0.871245467406754
"Germany",2023,"medium_sweet",5.82614705003908,10016,84.681016641739,84.36703514377,0.0279786690159833
"Germany",2023,"medium_sour",5.82614705003908,12830,84.681016641739,82.6475014029618,0.0317874592176514
"Germany",2023,"light_sour",5.82614705003908,14704,84.681016641739,92.2204996599565,0.0689884043596108
"Germany",20132019,"heavy_sour",5.82614705003908,35558,71.0109345113717,74.5995837786152,0.0112748585149111
"Germany",20132019,"light_sour",5.82614705003908,229911,71.0109345113717,63.8608374544933,0.0294752937720017
"Germany",20132019,"light_sweet",5.82614705003908,2578258.6,71.0109345113717,72.4109774325973,0.687316149109653
"Germany",20132019,"medium_sour",5.82614705003908,1128601.4,71.0109345113717,68.4966567470145,0.217648858240067
"Germany",20132019,"medium_sweet",5.82614705003908,156342,71.0109345113717,75.7711747323176,0.0542848403633674
"Greece",2013,"light_sour",7.10886817692054,61622,107.568115275997,106.390672162539,0.421095834744039
"Greece",2013,"light_sweet",7.10886817692054,29839.4,107.568115275997,109.649671240038,0.252690139494395
"Greece",2013,"medium_sour",7.10886817692054,43449.6,107.568115275997,107.808486154073,0.326214025761565
"Greece",2014,"heavy_sour",7.10886817692054,546,95.4498701831101,79.4102564102564,0.000996234562707684
"Greece",2014,"light_sour",7.10886817692054,79989,95.4498701831101,93.7245871307305,0.474104187210051
"Greece",2014,"light_sweet",7.10886817692054,31332.5,95.4498701831101,96.502222931461,0.22856298664915
"Greece",2014,"medium_sour",7.10886817692054,34492.5,95.4498701831101,98.74880336305,0.296336591578091
"Greece",2015,"light_sour",7.10886817692054,90620,49.1643890675241,48.2359633634959,0.488904329884824
"Greece",2015,"light_sweet",7.10886817692054,30624.9,49.1643890675241,51.7042406669083,0.270672355270645
